"id","name","price","categoryID","stockCount","lastSold","cost"
"FUR-FU-10003096","Master Giant Foot Doorstop, Safety Yellow",7.59,1,197,"2014-12-16",3.8203
"FUR-FU-10003142","Master Big Foot Doorstop, Beige",5.28,1,148,"2014-08-01",3.4742
"FUR-FU-10003192","Luxo Adjustable Task Clamp Lamp",88.84,1,74,"2013-12-25",63.3725
"FUR-FU-10003194","Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",9.65,1,109,"2012-03-12",5.5713
"FUR-FU-10003247","36X48 HARDFLOOR CHAIRMAT",20.98,1,57,"2014-10-07",17.9928
"FUR-FU-10003268","Eldon Radial Chair Mat for Low to Medium Pile Carpets",39.98,1,137,"2014-12-06",31.0245
"FUR-FU-10003274","Regeneration Desk Collection",1.76,1,164,"2014-07-22",0.9454
"FUR-FU-10003347","Coloredge Poster Frame",14.2,1,87,"2014-11-24",8.662
"FUR-FU-10003374","Electrix Fluorescent Magnifier Lamps & Weighted Base",49.34,1,193,"2014-08-30",29.7834
"FUR-FU-10003394","Tenex ""The Solids"" Textured Chair Mats",69.96,1,110,"2014-12-02",52.47
"FUR-FU-10003424","Nu-Dell Oak Frame",10.68,1,59,"2014-03-17",6.3012
"FUR-FU-10003464","Seth Thomas 8 1/2"" Cubicle Clock",20.28,1,53,"2012-09-19",12.9055
"FUR-FU-10003489","Contemporary Borderless Frame",8.61,1,168,"2014-12-01",4.3911
"FUR-FU-10003535","Howard Miller Distant Time Traveler Alarm Clock",27.42,1,124,"2014-11-22",15.1332
"FUR-FU-10003553","Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",68.77,1,113,"2014-11-16",33.8187
"FUR-FU-10003577","Nu-Dell Leatherette Frames",14.34,1,125,"2014-10-10",8.6677
"FUR-FU-10003601","Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",92.23,1,91,"2014-11-29",61.1556
"FUR-FU-10003623","DataProducts Ampli Magnifier Task Lamp, Black,",27.06,1,74,"2014-11-27",17.2153
"FUR-FU-10003664","Electrix Architect's Clamp-On Swing Arm Lamp, Black",95.46,1,158,"2014-05-28",64.3053
"FUR-FU-10003691","Eldon Image Series Desk Accessories, Ebony",12.35,1,179,"2014-10-03",5.8731
"FUR-FU-10003708","Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",60.65,1,192,"2014-12-24",45.2853
"FUR-FU-10003724","Westinghouse Clip-On Gooseneck Lamps",8.37,1,135,"2014-04-03",5.6475
"FUR-FU-10003731","Eldon Expressions Wood and Plastic Desk Accessories, Oak",9.98,1,82,"2013-12-19",7.1856
"FUR-FU-10003773","Eldon Cleatmat Plus Chair Mats for High Pile Carpets",79.52,1,65,"2013-11-07",64.0931
"FUR-FU-10003798","Ultra Door Kickplate, 8""H x 34""W",19.78,1,51,"2014-12-02",9.89
"FUR-FU-10003799","Seth Thomas 13 1/2"" Wall Clock",17.78,1,131,"2014-07-01",11.1303
"FUR-FU-10003806","Tenex Chairmat w/ Average Lip, 45"" x 53""",151.36,1,159,"2013-11-30",119.0168
"FUR-FU-10003829","Stackable Trays",3.08,1,110,"2014-09-27",1.9016
"FUR-FU-10003832","Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",9.38,1,140,"2014-09-17",5.9282
"FUR-FU-10003849","DAX Metal Frame, Desktop, Stepped-Edge",20.24,1,93,"2014-10-31",10.1384
"FUR-FU-10003878","Linden 10"" Round Wall Clock, Black",15.28,1,93,"2014-11-07",8.3967
"FUR-FU-10003919","Eldon Executive Woodline II Cherry Finish Desk Accessories",40.89,1,53,"2014-05-30",19.6272
"FUR-FU-10003930","Howard Miller 12-3/4 Diameter Accuwave DS Wall Clock",78.69,1,143,"2012-11-26",31.7008
"FUR-FU-10003975","Eldon Advantage Chair Mats for Low to Medium Pile Carpets",43.31,1,177,"2014-05-03",38.979
"FUR-FU-10003976","DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",12.58,1,148,"2014-08-22",7.474
"FUR-FU-10003981","Eldon Wave Desk Accessories",2.08,1,77,"2014-05-30",1.04
"FUR-FU-10004006","Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",42.65,1,168,"2014-04-02",32.991
"FUR-FU-10004017","Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",107.53,1,113,"2014-11-30",46.1804
"FUR-FU-10004018","Tensor Computer Mounted Lamp",14.89,1,164,"2014-07-28",10.8697
"FUR-FU-10004020","Advantus Panel Wall Acrylic Frame",5.47,1,106,"2014-12-03",2.5053
"FUR-FU-10004053","DAX Two-Tone Silver Metal Document Frame",20.24,1,158,"2014-12-04",10.5404
"FUR-FU-10004071","Luxo Professional Magnifying Clamp-On Fluorescent Lamps",104.01,1,109,"2014-05-22",84.3281
"FUR-FU-10004090","Executive Impressions 14"" Contract Wall Clock",22.23,1,163,"2014-11-12",13.4295
"FUR-FU-10004091","Howard Miller 13"" Diameter Goldtone Round Wall Clock",46.94,1,126,"2014-12-15",16.616
"FUR-FU-10004093","Hand-Finished Solid Wood Document Frame",34.23,1,154,"2014-12-30",22.5918
"FUR-FU-10004164","Eldon 300 Class Desk Accessories, Black",4.95,1,189,"2014-06-07",2.772
"FUR-FU-10004188","Luxo Professional Combination Clamp-On Lamps",102.3,1,103,"2014-09-03",75.702
"FUR-FU-10004245","Career Cubicle Clock, 8 1/4"", Black",20.28,1,104,"2014-11-06",11.9246
"FUR-FU-10004270","Eldon Image Series Desk Accessories, Burgundy",4.18,1,92,"2014-12-04",5.1416
"FUR-FU-10004306","Electrix Halogen Magnifier Lamp",194.3,1,52,"2014-12-12",120.9232
"FUR-FU-10004351","Staples",9.74,1,142,"2014-12-04",4.7077
"FUR-FU-10004415","Stacking Tray, Side-Loading, Legal, Smoke",4.48,1,167,"2014-10-31",2.3072
"FUR-FU-10004460","Howard Miller 12"" Round Wall Clock",39.29,1,164,"2014-04-16",21.1043
"FUR-FU-10004586","G.E. Longer-Life Indoor Recessed Floodlight Bulbs",6.64,1,72,"2014-12-29",2.6892
"FUR-FU-10004587","GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",20.94,1,184,"2012-06-25",6.6589
"FUR-FU-10004597","Eldon Cleatmat Chair Mats for Medium Pile Carpets",55.5,1,94,"2014-04-21",43.29
"FUR-FU-10004622","Eldon Advantage Foldable Chair Mats for Low Pile Carpets",54.2,1,156,"2014-09-04",36.314
"FUR-FU-10004665","3M Polarizing Task Lamp with Clamp Arm, Light Gray",136.98,1,97,"2014-11-20",101.3652
"FUR-FU-10004666","DAX Clear Channel Poster Frame",14.58,1,88,"2014-10-06",8.1356
"FUR-FU-10004671","Executive Impressions 12"" Wall Clock",17.67,1,77,"2014-11-07",8.4311
"FUR-FU-10004712","Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",14.14,1,96,"2014-10-20",10.4636
"FUR-FU-10004748","Howard Miller 16"" Diameter Gallery Wall Clock",63.94,1,161,"2013-12-06",32.6094
"FUR-FU-10004845","Deflect-o EconoMat Nonstudded, No Bevel Mat",51.65,1,81,"2014-11-14",40.1394
"FUR-FU-10004848","Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",51.75,1,98,"2014-09-30",23.4225
"FUR-FU-10004864","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",63.94,1,58,"2014-10-03",27.4935
"FUR-FU-10004904","Eldon ""L"" Workstation Diamond Chairmat",75.98,1,172,"2013-12-20",53.106
"FUR-FU-10004909","Contemporary Wood/Metal Frame",16.16,1,98,"2014-11-24",8.1339
"FUR-FU-10004952","C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",54.74,1,94,"2014-12-09",31.7071
"FUR-FU-10004960","Seth Thomas 12"" Clock w/ Goldtone Case",22.98,1,97,"2014-09-02",15.1668
"FUR-FU-10004963","Eldon 400 Class Desk Accessories, Black Carbon",8.75,1,198,"2014-12-26",4.2477
"FUR-FU-10004973","Flat Face Poster Frame",18.84,1,174,"2014-08-28",8.2674
"FUR-TA-10000198","Chromcraft Bull-Nose Wood Oval Conference Tables & Bases",550.98,1,184,"2014-10-03",361.198
"FUR-TA-10000577","Bretford CR4500 Series Slim Rectangular Table",348.21,1,60,"2014-12-15",205.5039
"FUR-TA-10000617","Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",227.55,1,148,"2014-11-25",159.0523
"FUR-TA-10000688","Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",217.85,1,52,"2014-06-26",159.9987
"FUR-TA-10000849","Bevis Rectangular Conference Tables",145.98,1,155,"2014-11-08",86.5774
"FUR-TA-10001039","KI Adjustable-Height Table",85.98,1,74,"2014-11-27",48.2174
"FUR-TA-10001086","SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",151.99,1,142,"2014-11-04",90.1418
"FUR-TA-10001095","Chromcraft Round Conference Tables",174.29,1,62,"2014-11-04",110.7742
"FUR-TA-10001307","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",349.45,1,150,"2014-04-30",171.9793
"FUR-TA-10001520","Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",71.37,1,101,"2014-10-27",49.6113
"FUR-TA-10001539","Chromcraft Rectangular Conference Tables",236.97,1,132,"2014-10-28",133.0982
"FUR-TA-10001676","Hon 61000 Series Interactive Training Tables",44.43,1,166,"2014-11-25",27.0821
"FUR-TA-10001691","Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",85.29,1,159,"2013-08-03",46.9095
"FUR-TA-10001705","Bush Advantage Collection Round Conference Table",212.6,1,110,"2014-10-16",145.2953
"FUR-TA-10001768","Hon Racetrack Conference Tables",262.51,1,133,"2014-08-23",155.7162
"FUR-TA-10001771","Bush Cubix Conference Tables, Fully Assembled",230.98,1,114,"2014-09-05",141.1409
"FUR-TA-10001857","Balt Solid Wood Rectangular Table",105.49,1,77,"2014-01-24",76.3124
"FUR-TA-10001866","Bevis Round Conference Room Tables and Bases",179.29,1,145,"2011-10-03",104.4364
"FUR-TA-10001889","Bush Advantage Collection Racetrack Conference Table",424.21,1,123,"2014-12-01",270.7231
"FUR-TA-10001932","Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",320.64,1,62,"2014-10-13",200.1085
"FUR-TA-10001950","Balt Solid Wood Round Tables",446.49,1,158,"2014-10-17",344.2673
"FUR-TA-10002041","Bevis Round Conference Table Top, X-Base",179.29,1,83,"2014-12-09",128.9992
"FUR-TA-10002228","Bevis Traditional Conference Table Top, Plinth Base",333.36,1,122,"2014-03-11",204.4608
"FUR-TA-10002356","Bevis Boat-Shaped Conference Table",262.11,1,74,"2014-10-22",145.2089
"FUR-TA-10002530","Iceberg OfficeWorks 42"" Round Tables",150.98,1,120,"2014-06-13",107.4474
"FUR-TA-10002533","BPI Conference Tables",146.05,1,93,"2014-11-20",83.7962
"FUR-TA-10002607","KI Conference Tables",70.89,1,73,"2014-10-23",45.9174
"FUR-TA-10002622","Bush Andora Conference Table, Maple/Graphite Gray Finish",170.98,1,174,"2014-11-20",96.3187
"FUR-TA-10002645","Hon Rectangular Conference Tables",227.55,1,70,"2014-12-26",160.7641
"FUR-TA-10002774","Laminate Occasional Tables",154.13,1,107,"2013-11-06",99.842
"FUR-TA-10002855","Bevis Round Conference Table Top & Single Column Base",146.34,1,70,"2014-09-12",97.3546
"FUR-TA-10002903","Bevis Round Bullnose 29"" High Table Top",259.71,1,56,"2014-12-23",152.6878
"FUR-TA-10002958","Bevis Oval Conference Table, Walnut",260.98,1,168,"2014-12-04",175.5815
"FUR-TA-10003008","Lesro Round Back Collection Coffee Table, End Table",182.55,1,171,"2014-12-23",135.4521
"FUR-TA-10003238","Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",550.98,1,189,"2013-10-22",351.1245
"FUR-TA-10003392","Global Adaptabilities Conference Tables",280.98,1,75,"2013-11-13",208.3266
"FUR-TA-10003469","Balt Split Level Computer Training Table",138.75,1,104,"2014-11-06",86.1406
"FUR-TA-10003473","Bretford Rectangular Conference Table Tops",376.13,1,163,"2014-12-15",227.2111
"FUR-TA-10003569","Bretford CR8500 Series Meeting Room Furniture",400.98,1,96,"2013-09-09",249.7533
"FUR-TA-10003715","Hon 2111 Invitation Series Corner Table",209.37,1,128,"2013-06-18",171.6834
"FUR-TA-10003748","Bevis 36 x 72 Conference Tables",124.49,1,180,"2014-12-10",85.5869
"FUR-TA-10003837","Anderson Hickey Conga Table Tops & Accessories",15.23,1,172,"2014-10-20",10.6915
"FUR-TA-10003954","Hon 94000 Series Round Tables",296.18,1,62,"2014-11-02",236.3516
"FUR-TA-10004086","KI Adjustable-Height Table",85.98,1,65,"2014-10-06",55.1546
"FUR-TA-10004147","Hon 4060 Series Tables",111.96,1,104,"2013-12-04",74.2381
"FUR-TA-10004152","Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",100.8,1,64,"2014-06-16",52.92
"FUR-TA-10004154","Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,1,175,"2014-11-29",157.997
"FUR-TA-10004175","Hon 30"" x 60"" Table with Locking Drawer",341.06,1,101,"2011-09-29",168.2563
"FUR-TA-10004256","Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables",417.4,1,72,"2014-12-11",330.4826
"FUR-TA-10004289","BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables",218.75,1,198,"2014-12-12",135.8438
"FUR-TA-10004442","Riverside Furniture Stanwyck Manor Table Series",286.85,1,182,"2014-09-30",201.3687
"FUR-TA-10004534","Bevis 44 x 96 Conference Tables",205.9,1,132,"2014-12-23",148.0421
"FUR-TA-10004575","Hon 5100 Series Wood Tables",290.98,1,140,"2014-11-07",203.1264
"FUR-TA-10004607","Hon 2111 Invitation Series Straight Table",147.83,1,85,"2014-10-25",96.0895
"FUR-TA-10004619","Hon Non-Folding Utility Tables",159.31,1,110,"2013-12-12",89.708
"FUR-TA-10004767","Safco Drafting Table",70.98,1,110,"2014-11-22",37.6194
"FUR-TA-10004915","Office Impressions End Table, 20-1/2""H x 24""W x 20""D",303.76,1,120,"2014-12-23",219.1034
"OFF-AP-10000026","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection",60.97,2,62,"2014-12-11",37.8691
"OFF-AP-10000027","Hoover Commercial SteamVac",13.58,2,78,"2014-12-16",9.1956
"OFF-AP-10000055","Belkin F9S820V06 8 Outlet Surge",32.48,2,90,"2014-07-10",19.3734
"OFF-AP-10000124","Acco 6 Outlet Guardian Basic Surge Suppressor",8.32,2,197,"2011-07-21",5.4199
"OFF-AP-10000159","Belkin F9M820V08 8 Outlet Surge",42.98,2,136,"2014-12-10",25.9313
"OFF-AP-10000179","Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room",123.38,2,74,"2013-12-04",64.0548
"OFF-AP-10000240","Belkin F9G930V10-GRY 9 Outlet Surge",53.48,2,136,"2014-06-30",36.9012
"OFF-AP-10000252","Harmony HEPA Quiet Air Purifiers",11.7,2,154,"2014-04-29",6.825
"OFF-AP-10000275","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",328.14,2,181,"2014-02-06",236.2608
"OFF-AP-10000326","Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection",39.48,2,118,"2013-03-14",21.714
"OFF-AP-10000358","Fellowes Basic Home/Office Series Surge Protectors",12.98,2,185,"2014-12-02",8.5573
"OFF-AP-10000390","Euro Pro Shark Stick Mini Vacuum",60.98,2,155,"2014-09-24",35.3684
"OFF-AP-10000576","Belkin 7 Outlet SurgeMaster II",39.48,2,150,"2014-10-02",51.0176
"OFF-AP-10000595","Disposable Triple-Filter Dust Bags",4.37,2,188,"2014-02-21",3.2338
"OFF-AP-10000692","Fellowes Mighty 8 Compact Surge Protector",20.27,2,195,"2014-05-09",12.8875
"OFF-AP-10000696","Holmes Odor Grabber",14.42,2,147,"2014-11-08",8.8154
"OFF-AP-10000804","Hoover Portapower Portable Vacuum",4.48,2,133,"2014-10-04",2.8821
"OFF-AP-10000828","Avanti 4.4 Cu. Ft. Refrigerator",180.98,2,122,"2014-10-14",120.6533
"OFF-AP-10000891","Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center",131.12,2,140,"2014-12-19",87.788
"OFF-AP-10000938","Avanti 1.7 Cu. Ft. Refrigerator",100.98,2,68,"2014-10-22",65.9736
"OFF-AP-10001005","Honeywell Quietcare HEPA Air Cleaner",78.65,2,173,"2014-09-02",50.9173
"OFF-AP-10001058","Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators",279.81,2,113,"2014-12-23",193.8919
"OFF-AP-10001124","Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection",80.98,2,165,"2014-03-09",59.9252
"OFF-AP-10001154","Bionaire Personal Warm Mist Humidifier/Vaporizer",46.89,2,132,"2014-05-20",28.6029
"OFF-AP-10001205","Belkin 5 Outlet SurgeMaster Power Centers",54.48,2,90,"2014-11-28",36.3926
"OFF-AP-10001242","APC 7 Outlet Network SurgeArrest Surge Protector",80.48,2,90,"2014-09-24",51.8291
"OFF-AP-10001271","Eureka The Boss Cordless Rechargeable Stick Vac",50.98,2,142,"2014-12-06",36.3568
"OFF-AP-10001293","Belkin 8 Outlet Surge Protector",40.98,2,124,"2014-12-03",27.9757
"OFF-AP-10001303","Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",19.9,2,160,"2013-12-03",10.2374
"OFF-AP-10001366","Staples",10.98,2,66,"2013-10-28",8.0154
"OFF-AP-10001391","Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center",90.24,2,129,"2012-02-15",64.0704
"OFF-AP-10001394","Harmony Air Purifier",189.0,2,150,"2014-12-10",102.7869
"OFF-AP-10001469","Fellowes 8 Outlet Superior Workstation Surge Protector",41.71,2,103,"2014-05-29",26.611
"OFF-AP-10001492","Acco Six-Outlet Power Strip, 4' Cord Length",8.62,2,92,"2014-11-22",6.177
"OFF-AP-10001563","Belkin Premiere Surge Master II 8-outlet surge protector",48.58,2,111,"2014-08-18",30.2691
"OFF-AP-10001564","Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup",232.58,2,104,"2014-05-30",159.7049
"OFF-AP-10001626","Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",3.89,2,66,"2014-10-01",2.6955
"OFF-AP-10001634","Hoover Commercial Lightweight Upright Vacuum",3.48,2,133,"2014-12-12",2.0184
"OFF-AP-10001947","Acco 6 Outlet Guardian Premium Plus Surge Suppressor",18.32,2,177,"2014-12-24",11.2107
"OFF-AP-10001962","Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210",8.39,2,154,"2014-11-27",6.1487
"OFF-AP-10002082","Holmes HEPA Air Purifier",21.78,2,121,"2014-11-27",11.9168
"OFF-AP-10002118","1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,2,65,"2014-11-07",140.0619
"OFF-AP-10002191","Belkin 8 Outlet SurgeMaster II Gold Surge Protector",59.98,2,80,"2014-10-22",38.1873
"OFF-AP-10002203","Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac",4.06,2,135,"2014-06-09",2.3954
"OFF-AP-10002222","Staples",8.67,2,124,"2014-04-02",6.009
"OFF-AP-10002287","Eureka Sanitaire Multi-Pro Heavy-Duty Upright, Disposable Bags",4.37,2,131,"2014-07-22",2.7889
"OFF-AP-10002311","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,2,194,"2014-11-25",33.4787
"OFF-AP-10002350","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector",18.84,2,142,"2014-12-04",12.7332
"OFF-AP-10002403","Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors",44.01,2,68,"2014-03-26",27.5377
"OFF-AP-10002439","Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge",70.97,2,167,"2014-09-01",47.5499
"OFF-AP-10002457","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",104.65,2,70,"2014-12-31",66.976
"OFF-AP-10002472","3M Office Air Cleaner",25.98,2,91,"2014-08-01",16.887
"OFF-AP-10002495","Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",62.05,2,177,"2014-04-25",38.8588
"OFF-AP-10002518","Kensington 7 Outlet MasterPiece Power Center",177.98,2,156,"2014-02-20",114.1615
"OFF-AP-10002534","3.6 Cubic Foot Counter Height Office Refrigerator",294.62,2,104,"2014-12-03",178.0814
"OFF-AP-10002578","Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",48.92,2,110,"2014-09-30",34.7099
"OFF-AP-10002651","Hoover Upright Vacuum With Dirt Cup",289.53,2,167,"2014-11-12",186.1398
"OFF-AP-10002670","Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors",69.48,2,90,"2014-12-09",48.636
"OFF-AP-10002684","Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",121.58,2,195,"2014-11-19",77.5759
"OFF-AP-10002734","Holmes Harmony HEPA Air Purifier for 17 x 20 Room",225.04,2,105,"2011-11-22",128.2728
"OFF-AP-10002765","Fellowes Advanced Computer Series Surge Protectors",26.49,2,178,"2014-12-03",18.5077
"OFF-AP-10002867","Fellowes Command Center 5-outlet power strip",67.84,2,136,"2014-11-26",41.5633
"OFF-AP-10002892","Belkin F5C206VTEL 6 Outlet Surge",22.98,2,170,"2013-12-12",14.5819
"OFF-AP-10002906","Hoover Replacement Belt for Commercial Guardsman Heavy-Duty Upright Vacuum",2.22,2,89,"2014-10-24",1.258
"OFF-AP-10002945","Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room",300.65,2,123,"2014-06-02",187.0043
"OFF-AP-10002998","Holmes 99% HEPA Air Purifier",21.66,2,194,"2013-11-19",12.8813
"OFF-AP-10003040","Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection",33.62,2,74,"2014-11-03",22.512
"OFF-AP-10003057","Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room",275.37,2,141,"2013-11-04",167.9757
"OFF-AP-10003099","Eureka Hand Vacuum, Bagless",49.43,2,105,"2012-11-02",35.5896
"OFF-AP-10003217","Eureka Sanitaire Commercial Upright",165.71,2,77,"2014-12-18",104.9497
"OFF-AP-10003266","Holmes Replacement Filter for HEPA Air Cleaner, Large Room",14.81,2,64,"2014-12-23",6.8126
"OFF-AP-10003278","Belkin 7-Outlet SurgeMaster Home Series",13.97,2,148,"2014-09-10",8.9967
"OFF-AP-10003281","Acco 6 Outlet Guardian Standard Surge Suppressor",12.09,2,119,"2014-09-11",7.5603
"OFF-AP-10003287","Tripp Lite TLP810NET Broadband Surge for Modem/Fax",50.97,2,159,"2014-02-27",32.2501
"OFF-AP-10003590","Hoover WindTunnel Plus Canister Vacuum",363.25,2,166,"2014-12-09",242.1667
"OFF-AP-10003622","Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",3.25,2,119,"2014-12-12",2.1282
"OFF-AP-10003779","Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection",207.48,2,200,"2014-12-01",126.3035
"OFF-AP-10003842","Euro-Pro Shark Turbo Vacuum",30.98,2,145,"2013-11-28",21.1955
"OFF-AP-10003849","Hoover Shoulder Vac Commercial Portable Vacuum",357.82,2,183,"2014-11-20",253.6049
"OFF-AP-10003860","Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection",27.76,2,190,"2012-12-19",17.5998
"OFF-AP-10003884","Fellowes Smart Surge Ten-Outlet Protector, Platinum",60.22,2,52,"2014-06-17",43.3584
"OFF-AP-10003914","Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",3.25,2,59,"2011-09-14",1.82
"OFF-AP-10003971","Belkin 6 Outlet Metallic Surge Strip",10.89,2,189,"2014-11-12",6.9358
"OFF-AP-10004036","Bionaire 99.97% HEPA Air Cleaner",17.52,2,107,"2014-11-18",9.4608
"OFF-AP-10004052","Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",3.95,2,68,"2014-10-06",2.6772
"OFF-AP-10004136","Kensington 6 Outlet SmartSocket Surge Protector",40.98,2,87,"2012-11-21",27.4566
"OFF-AP-10004233","Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room",76.72,2,175,"2013-03-09",42.4517
"OFF-AP-10004249","Staples",11.97,2,195,"2014-12-25",7.9546
"OFF-AP-10004336","Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",56.96,2,155,"2014-10-07",38.1632
"OFF-AP-10004487","Kensington 4 Outlet MasterPiece Compact Power Control Center",81.32,2,77,"2014-12-19",52.0448
"OFF-AP-10004532","Kensington 6 Outlet Guardian Standard Surge Protector",20.48,2,89,"2014-12-06",14.9504
"OFF-AP-10004540","Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",80.16,2,113,"2014-12-08",57.7152
"OFF-AP-10004655","Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",11.32,2,82,"2014-06-20",7.109
"OFF-AP-10004708","Fellowes Superior 10 Outlet Split Surge Protector",38.06,2,196,"2014-11-27",22.1509
"OFF-AP-10004785","Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",11.33,2,181,"2014-09-11",6.4581
"OFF-AP-10004859","Acco 6 Outlet Guardian Premium Surge Suppressor",14.56,2,192,"2014-03-04",9.6429
"OFF-AP-10004868","Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags",7.77,2,182,"2014-11-14",4.7742
"OFF-AP-10004980","3M Replacement Filter for Office Air Cleaner for 20' x 33' Room",37.92,2,90,"2013-04-11",19.2309
"OFF-AR-10000034","BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",4.24,2,191,"2014-09-25",2.4694
"OFF-AR-10000122","Newell 314",5.58,2,122,"2014-12-10",3.6642
"OFF-AR-10000127","Newell 321",3.28,2,67,"2014-04-12",2.0903
"OFF-AR-10000203","Newell 336",4.28,2,64,"2014-11-21",2.6584
"OFF-AR-10000246","Newell 318",2.78,2,110,"2014-11-03",1.9798
"OFF-AR-10000255","Newell 328",5.84,2,200,"2014-11-17",4.3216
"OFF-AR-10000315","Dixon Ticonderoga Maple Cedar Pencil, #2",3.07,2,154,"2014-11-13",2.1797
"OFF-AR-10000369","Design Ebony Sketching Pencil",1.39,2,70,"2014-12-23",0.9073
"OFF-AR-10000380","Hunt PowerHouse Electric Pencil Sharpener, Blue",37.98,2,155,"2014-09-19",25.6192
"OFF-AR-10000390","Newell Chalk Holder",4.13,2,70,"2014-11-24",2.1043
"OFF-AR-10000411","Boston 16701 Slimline Battery Pencil Sharpener",15.94,2,111,"2012-05-28",9.8828
"OFF-AR-10000422","Pencil and Crayon Sharpener",2.19,2,193,"2014-12-24",1.314
"OFF-AR-10000462","Sanford Pocket Accent Highlighters",1.6,2,105,"2014-12-19",0.912
"OFF-AR-10000475","Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",11.66,2,190,"2013-12-10",7.579
"OFF-AR-10000538","Boston Model 1800 Electric Pencil Sharpener, Gray",28.15,2,129,"2013-09-11",18.8042
"OFF-AR-10000588","Newell 345",19.84,2,106,"2014-08-14",13.4607
"OFF-AR-10000614","Barrel Sharpener",3.57,2,129,"2014-09-25",2.6418
"OFF-AR-10000634","Newell 320",4.28,2,142,"2014-10-24",2.5289
