id,customerID,employeeID,orderDate,paymentMethod,status,trackingNumber
CA-2012-117961,GP-14740,15,26/11/2012,PayPal,delivered,0782-11033
CA-2012-118227,DB-13270,18,24/4/2012,Credit Card,delivered,0805-11034
CA-2012-118423,DP-13390,21,24/3/2012,PayPal,delivered,0828-11035
CA-2012-118444,VD-21670,12,5/11/2012,Stripe,delivered,0851-11036
CA-2012-118738,AG-10495,12,24/10/2012,Cash,delivered,0874-11037
CA-2012-118843,JH-15910,11,13/9/2012,Stripe,delivered,0897-11038
CA-2012-118871,HM-14860,18,4/12/2012,Cash,delivered,0920-11039
CA-2012-118948,NK-18490,23,28/5/2012,Stripe,delivered,0943-11040
CA-2012-118955,LS-17230,17,16/6/2012,PayPal,delivered,0966-11041
CA-2012-119102,KH-16690,21,23/5/2012,PayPal,delivered,0989-11042
CA-2012-119214,CW-11905,23,23/1/2012,Debit Card,delivered,0012-11043
CA-2012-119291,JO-15550,9,14/5/2012,Debit Card,delivered,0035-11044
CA-2012-119480,CC-12685,1,9/1/2012,PayPal,delivered,0058-11045
CA-2012-119508,TZ-21580,6,4/12/2012,Credit Card,delivered,0081-11046
CA-2012-119550,RB-19705,10,26/12/2012,Credit Card,delivered,0104-11047
CA-2012-119592,MM-18280,24,14/12/2012,Stripe,delivered,0127-11048
CA-2012-119627,SC-20725,11,17/8/2012,PayPal,delivered,0150-11049
CA-2012-119634,BW-11065,25,11/8/2012,Debit Card,delivered,0173-11050
CA-2012-119690,MV-17485,22,25/6/2012,Credit Card,delivered,0196-11051
CA-2012-119697,EM-13960,3,28/12/2012,Credit Card,delivered,0219-11052
CA-2012-119879,SS-20410,4,21/11/2012,Cash,delivered,0242-11053
CA-2012-119907,LC-17140,15,1/12/2012,Cash,delivered,0265-11054
CA-2012-119942,TT-21070,8,5/4/2012,Debit Card,delivered,0288-11055
CA-2012-120103,MS-17365,2,24/12/2012,Debit Card,delivered,0311-11056
CA-2012-120320,MV-18190,7,5/3/2012,PayPal,delivered,0334-11057
CA-2012-120341,SF-20200,16,26/9/2012,Stripe,delivered,0357-11058
CA-2012-120362,CA-12265,25,14/9/2012,Cash,delivered,0380-11059
CA-2012-120397,RB-19435,13,2/7/2012,Credit Card,delivered,0403-11060
CA-2012-120439,AD-10180,18,14/6/2012,Credit Card,delivered,0426-11061
CA-2012-120446,JG-15805,8,16/11/2012,Stripe,delivered,0449-11062
CA-2012-120516,CK-12595,6,13/8/2012,Stripe,delivered,0472-11063
CA-2012-120551,SS-20590,12,13/4/2012,Cash,delivered,0495-11064
CA-2012-120621,JW-16075,24,21/3/2012,Credit Card,delivered,0518-11065
CA-2012-120677,BD-11320,15,31/5/2012,Cash,delivered,0541-11066
CA-2012-120782,SD-20485,12,28/4/2012,Cash,delivered,0564-11067
CA-2012-120810,TH-21550,24,23/7/2012,Cash,delivered,0587-11068
CA-2012-120845,ML-17395,24,25/9/2012,PayPal,delivered,0610-11069
CA-2012-120880,JL-15850,15,29/5/2012,Debit Card,delivered,0633-11070
CA-2012-120901,BG-11035,22,31/12/2012,Stripe,delivered,0656-11071
CA-2012-120915,JJ-15445,1,28/9/2012,Stripe,delivered,0679-11072
CA-2012-121041,CS-12250,6,3/11/2012,PayPal,delivered,0702-11073
CA-2012-121097,SF-20965,4,3/1/2012,PayPal,delivered,0725-11074
CA-2012-121132,VB-21745,5,17/7/2012,Debit Card,delivered,0748-11075
CA-2012-121188,CB-12025,23,28/8/2012,Debit Card,delivered,0771-11076
CA-2012-121272,DO-13435,22,29/3/2012,Cash,delivered,0794-11077
CA-2012-121391,AA-10315,1,4/10/2012,Cash,delivered,0817-11078
CA-2012-121405,FC-14335,23,30/3/2012,Debit Card,delivered,0840-11079
CA-2012-121552,FW-14395,4,22/3/2012,PayPal,delivered,0863-11080
CA-2012-121608,JB-15400,20,3/9/2012,Credit Card,delivered,0886-11081
CA-2012-121650,KD-16495,16,10/12/2012,PayPal,delivered,0909-11082
CA-2012-121699,BD-11320,4,10/8/2012,Credit Card,delivered,0932-11083
CA-2012-121720,JE-15610,4,11/6/2012,Cash,delivered,0955-11084
CA-2012-121776,RD-19585,21,16/2/2012,Cash,delivered,0978-11085
CA-2012-121783,PO-19180,4,10/11/2012,Cash,delivered,0001-11086
CA-2012-121797,CC-12145,13,30/1/2012,PayPal,delivered,0024-11087
CA-2012-121965,LH-17155,25,19/6/2012,Credit Card,delivered,0047-11088
CA-2012-122168,HG-14965,2,21/8/2012,Stripe,delivered,0070-11089
CA-2012-122210,WB-21850,16,30/11/2012,Stripe,delivered,0093-11090
CA-2012-122259,HP-14815,12,31/10/2012,PayPal,delivered,0116-11091
CA-2012-122266,SA-20830,22,26/4/2012,Stripe,delivered,0139-11092
CA-2012-122287,SN-20560,19,18/6/2012,Stripe,delivered,0162-11093
CA-2012-122371,BS-11800,9,26/9/2012,PayPal,delivered,0185-11094
CA-2012-122406,BE-11455,8,2/8/2012,Credit Card,delivered,0208-11095
CA-2012-122623,CC-12145,10,7/9/2012,Stripe,delivered,0231-11096
CA-2012-122756,DK-13225,8,3/12/2012,Cash,delivered,0254-11097
CA-2012-122826,RD-19480,9,23/6/2012,Stripe,delivered,0277-11098
CA-2012-122973,PJ-19015,24,18/7/2012,Stripe,delivered,0300-11099
CA-2012-123092,JG-15115,3,3/12/2012,PayPal,delivered,0323-11100
CA-2012-123113,AT-10735,20,23/11/2012,PayPal,delivered,0346-11101
CA-2012-123141,GZ-14470,10,14/11/2012,Cash,delivered,0369-11102
CA-2012-123155,NS-18640,5,9/3/2012,Stripe,delivered,0392-11103
CA-2012-123232,DJ-13630,13,14/12/2012,Credit Card,delivered,0415-11104
CA-2012-123330,EP-13915,12,21/6/2012,Debit Card,delivered,0438-11105
CA-2012-123456,KN-16450,13,9/7/2012,Debit Card,delivered,0461-11106
CA-2012-123505,AR-10540,20,22/11/2012,Credit Card,delivered,0484-11107
CA-2012-123568,SC-20095,11,8/11/2012,PayPal,delivered,0507-11108
CA-2012-123673,CH-12070,8,30/10/2012,Debit Card,delivered,0530-11109
CA-2012-123939,MS-17710,21,24/8/2012,Debit Card,delivered,0553-11110
CA-2012-124044,MS-17830,20,23/7/2012,Cash,delivered,0576-11111
CA-2012-124058,LC-16885,17,20/11/2012,PayPal,delivered,0599-11112
CA-2012-124107,BM-11650,9,9/10/2012,Cash,delivered,0622-11113
CA-2012-124268,AD-10180,9,4/7/2012,Credit Card,delivered,0645-11114
CA-2012-124450,GT-14710,21,27/4/2012,Cash,delivered,0668-11115
CA-2012-124499,FM-14380,13,9/10/2012,Cash,delivered,0691-11116
CA-2012-124541,TT-21220,1,6/4/2012,Cash,delivered,0714-11117
CA-2012-124653,DB-13120,6,24/12/2012,Credit Card,delivered,0737-11118
CA-2012-124800,RW-19540,10,26/9/2012,Stripe,delivered,0760-11119
CA-2012-124891,RH-19495,13,31/7/2012,Stripe,delivered,0783-11120
CA-2012-124919,SP-20650,17,31/5/2012,Cash,delivered,0806-11121
CA-2012-124933,DF-13135,4,26/12/2012,Debit Card,delivered,0829-11122
CA-2012-124975,MG-17875,24,22/6/2012,Stripe,delivered,0852-11123
CA-2012-125066,KD-16495,19,14/12/2012,PayPal,delivered,0875-11124
CA-2012-125178,MZ-17515,9,3/10/2012,Stripe,delivered,0898-11125
CA-2012-125185,AH-10195,25,5/3/2012,Credit Card,delivered,0921-11126
CA-2012-125234,SN-20710,18,27/11/2012,Stripe,delivered,0944-11127
CA-2012-125395,LA-16780,24,26/6/2012,Cash,delivered,0967-11128
CA-2012-125416,KC-16540,16,2/11/2012,Cash,delivered,0990-11129
CA-2012-125423,MC-17575,8,13/12/2012,Credit Card,delivered,0013-11130
CA-2012-125563,PR-18880,4,11/4/2012,Debit Card,delivered,0036-11131
CA-2012-125696,NP-18685,4,2/10/2012,Debit Card,delivered,0059-11132
CA-2012-125710,BT-11680,4,8/10/2012,PayPal,delivered,0082-11133
CA-2012-125934,SN-20560,25,11/9/2012,Debit Card,delivered,0105-11134
CA-2012-125976,JK-15205,23,27/9/2012,PayPal,delivered,0128-11135
CA-2012-126137,BS-11755,1,3/10/2012,Cash,delivered,0151-11136
CA-2012-126186,GB-14530,22,11/9/2012,Stripe,delivered,0174-11137
CA-2012-126347,AJ-10945,21,14/12/2012,Stripe,delivered,0197-11138
CA-2012-126445,RA-19945,22,27/8/2012,PayPal,delivered,0220-11139
CA-2012-126466,JO-15550,24,9/11/2012,Stripe,delivered,0243-11140
CA-2012-126557,RL-19615,4,12/7/2012,PayPal,delivered,0266-11141
CA-2012-126669,DO-13645,22,7/11/2012,PayPal,delivered,0289-11142
CA-2012-126697,SV-20815,23,21/9/2012,PayPal,delivered,0312-11143
CA-2012-126725,BS-11665,9,17/11/2012,PayPal,delivered,0335-11144
CA-2012-126739,JH-16180,15,1/11/2012,PayPal,delivered,0358-11145
CA-2012-126970,TP-21130,9,20/9/2012,Stripe,delivered,0381-11146
CA-2012-127019,ER-13855,21,21/12/2012,PayPal,delivered,0404-11147
CA-2012-127110,CH-12070,18,25/6/2012,Cash,delivered,0427-11148
CA-2012-127173,GM-14500,10,26/9/2012,Stripe,delivered,0450-11149
CA-2012-127327,PW-19030,6,3/2/2012,Cash,delivered,0473-11150
CA-2012-127418,JJ-15445,18,13/6/2012,PayPal,delivered,0496-11151
CA-2012-127453,JK-15370,24,19/12/2012,Stripe,delivered,0519-11152
CA-2012-127481,JD-15895,18,12/12/2012,Stripe,delivered,0542-11153
CA-2012-127502,MT-17815,25,10/12/2012,Debit Card,delivered,0565-11154
CA-2012-127509,AS-10090,4,9/11/2012,Stripe,delivered,0588-11155
CA-2012-127544,RD-19585,14,8/8/2012,Debit Card,delivered,0611-11156
CA-2012-127593,DH-13675,18,21/9/2012,Cash,delivered,0634-11157
CA-2012-127607,JK-15730,2,20/3/2012,PayPal,delivered,0657-11158
CA-2012-127754,CK-12760,13,26/7/2012,PayPal,delivered,0680-11159
CA-2012-127824,JC-15775,18,18/10/2012,PayPal,delivered,0703-11160
CA-2012-128013,MF-18250,2,9/8/2012,Stripe,delivered,0726-11161
CA-2012-128027,CM-12385,22,14/9/2012,Cash,delivered,0749-11162
CA-2012-128083,EB-13750,4,12/3/2012,Cash,delivered,0772-11163
CA-2012-128125,EB-13705,11,31/3/2012,Credit Card,delivered,0795-11164
CA-2012-128139,BD-11725,15,3/7/2012,PayPal,delivered,0818-11165
CA-2012-128167,KL-16645,15,22/6/2012,Stripe,delivered,0841-11166
CA-2012-128356,RP-19390,13,2/10/2012,PayPal,delivered,0864-11167
CA-2012-128608,CS-12490,9,12/1/2012,Stripe,delivered,0887-11168
CA-2012-128860,SC-20725,17,29/6/2012,Cash,delivered,0910-11169
CA-2012-128958,CR-12820,15,24/1/2012,Cash,delivered,0933-11170
CA-2012-128993,CC-12670,9,12/9/2012,Cash,delivered,0956-11171
CA-2012-129042,EM-13960,22,12/12/2012,Debit Card,delivered,0979-11172
CA-2012-129098,DK-13090,2,9/10/2012,PayPal,delivered,0002-11173
CA-2012-129112,AW-10840,5,29/11/2012,PayPal,delivered,0025-11174
CA-2012-129217,DP-13390,1,10/5/2012,Stripe,delivered,0048-11175
CA-2012-129322,DB-13405,12,8/8/2012,Cash,delivered,0071-11176
CA-2012-129392,DM-13015,20,8/7/2012,Debit Card,delivered,0094-11177
CA-2012-129476,PA-19060,8,15/10/2012,Cash,delivered,0117-11178
CA-2012-129525,VP-21760,11,15/11/2012,PayPal,delivered,0140-11179
CA-2012-129532,YS-21880,7,8/12/2012,Credit Card,delivered,0163-11180
CA-2012-129546,RP-19855,16,28/9/2012,PayPal,delivered,0186-11181
CA-2012-129700,LA-16780,10,4/5/2012,Stripe,delivered,0209-11182
CA-2012-129770,JE-15715,20,21/2/2012,Stripe,delivered,0232-11183
CA-2012-129854,RB-19705,15,22/8/2012,Credit Card,delivered,0255-11184
CA-2012-129896,PF-19120,7,15/6/2012,PayPal,delivered,0278-11185
CA-2012-129917,HM-14980,6,2/10/2012,Credit Card,delivered,0301-11186
CA-2012-130022,JK-16120,7,10/8/2012,Credit Card,delivered,0324-11187
CA-2012-130113,AH-10030,18,27/12/2012,PayPal,delivered,0347-11188
CA-2012-130183,PO-18850,19,13/11/2012,Debit Card,delivered,0370-11189
CA-2012-130204,DB-13120,18,3/9/2012,Cash,delivered,0393-11190
CA-2012-130218,SG-20470,16,23/3/2012,Cash,delivered,0416-11191
CA-2012-130253,PP-18955,11,14/12/2012,PayPal,delivered,0439-11192
CA-2012-130365,ZC-21910,2,25/4/2012,PayPal,delivered,0462-11193
CA-2012-130456,DS-13180,12,21/8/2012,Cash,delivered,0485-11194
CA-2012-130554,FM-14290,5,7/4/2012,Cash,delivered,0508-11195
CA-2012-130610,VP-21730,20,5/7/2012,PayPal,delivered,0531-11196
CA-2012-130659,MS-17365,22,4/12/2012,Debit Card,delivered,0554-11197
CA-2012-130736,JF-15490,18,7/12/2012,Cash,delivered,0577-11198
CA-2012-130785,AG-10900,8,5/9/2012,Debit Card,delivered,0600-11199
CA-2012-130792,RA-19915,11,28/4/2012,Credit Card,delivered,0623-11200
CA-2012-130848,DG-13300,17,25/10/2012,Cash,delivered,0646-11201
CA-2012-130855,RF-19840,20,29/12/2012,Cash,delivered,0669-11202
CA-2012-130876,AZ-10750,16,12/5/2012,Credit Card,delivered,0692-11203
CA-2012-130883,TB-21520,19,26/9/2012,Cash,delivered,0715-11204
CA-2012-130890,JO-15280,16,2/11/2012,Cash,delivered,0738-11205
CA-2012-130974,MA-17560,1,27/11/2012,Debit Card,delivered,0761-11206
CA-2012-130995,QJ-19255,5,1/11/2012,Credit Card,delivered,0784-11207
CA-2012-131072,KL-16645,13,5/11/2012,Stripe,delivered,0807-11208
CA-2012-131128,TB-21520,8,19/10/2012,Stripe,delivered,0830-11209
CA-2012-131338,NP-18325,7,9/8/2012,Cash,delivered,0853-11210
CA-2012-131352,GH-14485,17,8/10/2012,Cash,delivered,0876-11211
CA-2012-131422,GB-14530,13,5/11/2012,Credit Card,delivered,0899-11212
CA-2012-131457,MZ-17515,5,31/10/2012,Cash,delivered,0922-11213
CA-2012-131534,AB-10165,18,28/3/2012,PayPal,delivered,0945-11214
CA-2012-131597,SP-20620,21,14/9/2012,Debit Card,delivered,0968-11215
CA-2012-131758,KB-16315,4,28/5/2012,Stripe,delivered,0991-11216
CA-2012-131779,LE-16810,17,12/6/2012,Credit Card,delivered,0014-11217
CA-2012-131856,JG-15160,1,12/5/2012,Cash,delivered,0037-11218
CA-2012-131884,DK-13375,19,6/12/2012,PayPal,delivered,0060-11219
CA-2012-132080,DP-13105,16,22/8/2012,Debit Card,delivered,0083-11220
CA-2012-132101,JO-15550,4,19/3/2012,Debit Card,delivered,0106-11221
CA-2012-132136,FO-14305,9,8/3/2012,Cash,delivered,0129-11222
CA-2012-132276,LC-16960,4,23/2/2012,Cash,delivered,0152-11223
CA-2012-132318,TT-21220,19,30/10/2012,Debit Card,delivered,0175-11224
CA-2012-132374,PS-19045,17,22/2/2012,Credit Card,delivered,0198-11225
CA-2012-132388,KN-16390,9,10/10/2012,Debit Card,delivered,0221-11226
CA-2012-132465,DM-13525,24,11/9/2012,Credit Card,delivered,0244-11227
CA-2012-132486,JF-15355,17,23/10/2012,Stripe,delivered,0267-11228
CA-2012-132507,CC-12610,1,30/7/2012,Cash,delivered,0290-11229
CA-2012-132570,KT-16480,9,31/10/2012,Debit Card,delivered,0313-11230
CA-2012-132626,BT-11680,2,9/7/2012,Debit Card,delivered,0336-11231
CA-2012-132633,KH-16630,16,3/2/2012,Debit Card,delivered,0359-11232
CA-2012-132815,RW-19540,9,19/9/2012,Cash,delivered,0382-11233
CA-2012-132906,CC-12145,11,10/9/2012,Cash,delivered,0405-11234
CA-2012-132941,MM-18280,19,25/5/2012,Stripe,delivered,0428-11235
CA-2012-132948,MV-17485,3,27/3/2012,Stripe,delivered,0451-11236
CA-2012-133025,MO-17800,10,17/9/2012,Credit Card,delivered,0474-11237
CA-2012-133242,KH-16510,20,18/6/2012,Cash,delivered,0497-11238
CA-2012-133396,GK-14620,15,13/8/2012,Cash,delivered,0520-11239
CA-2012-133445,JF-15490,2,5/10/2012,PayPal,delivered,0543-11240
CA-2012-133452,ZC-21910,13,13/4/2012,Cash,delivered,0566-11241
CA-2012-133494,RP-19390,19,1/3/2012,Cash,delivered,0589-11242
CA-2012-133536,JH-15820,16,28/3/2012,PayPal,delivered,0612-11243
CA-2012-133585,CM-12715,2,1/3/2012,Debit Card,delivered,0635-11244
CA-2012-133627,SC-20050,22,31/5/2012,Debit Card,delivered,0658-11245
CA-2012-133837,TH-21100,10,13/4/2012,Cash,delivered,0681-11246
CA-2012-133977,AT-10435,10,6/9/2012,Credit Card,delivered,0704-11247
CA-2012-134075,HA-14905,13,12/12/2012,Cash,delivered,0727-11248
CA-2012-134082,JK-15640,8,11/12/2012,Stripe,delivered,0750-11249
CA-2012-134117,PG-18895,23,17/12/2012,Cash,delivered,0773-11250
CA-2012-134201,EH-14125,18,10/4/2012,Cash,delivered,0796-11251
CA-2012-134257,MS-17710,13,16/3/2012,PayPal,delivered,0819-11252
CA-2012-134719,JD-15790,12,10/10/2012,Cash,delivered,0842-11253
CA-2012-134747,DL-12925,2,12/10/2012,Stripe,delivered,0865-11254
CA-2012-134782,MD-17350,25,27/12/2012,Credit Card,delivered,0888-11255
CA-2012-134859,JK-16120,9,4/10/2012,Stripe,delivered,0911-11256
CA-2012-134894,DK-12985,15,7/12/2012,PayPal,delivered,0934-11257
CA-2012-134922,KB-16240,13,7/11/2012,Credit Card,delivered,0957-11258
CA-2012-134943,SU-20665,3,5/12/2012,Credit Card,delivered,0980-11259
CA-2012-134992,MG-17875,17,22/9/2012,Credit Card,delivered,0003-11260
CA-2012-135020,MS-17770,9,28/5/2012,Cash,delivered,0026-11261
CA-2012-135174,BP-11230,15,30/4/2012,Debit Card,delivered,0049-11262
CA-2012-135251,RP-19270,13,6/8/2012,Cash,delivered,0072-11263
CA-2012-135272,MS-17830,16,7/12/2012,Credit Card,delivered,0095-11264
CA-2012-135314,MC-17575,11,9/7/2012,PayPal,delivered,0118-11265
CA-2012-135363,CK-12205,11,28/3/2012,Cash,delivered,0141-11266
CA-2012-135391,FA-14230,15,9/2/2012,Cash,delivered,0164-11267
CA-2012-135489,GW-14605,4,19/9/2012,Cash,delivered,0187-11268
CA-2012-135510,TW-21025,12,5/9/2012,Cash,delivered,0210-11269
CA-2012-135538,HR-14830,3,24/12/2012,Stripe,delivered,0233-11270
CA-2012-135545,KM-16720,24,24/11/2012,Debit Card,delivered,0256-11271
CA-2012-135580,CL-12565,6,30/12/2012,PayPal,delivered,0279-11272
CA-2012-135622,TT-21460,17,8/12/2012,PayPal,delivered,0302-11273
CA-2012-135685,MP-18175,9,16/11/2012,PayPal,delivered,0325-11274
CA-2012-135727,PS-18970,18,11/5/2012,PayPal,delivered,0348-11275
CA-2012-135853,CA-12775,23,11/12/2012,Stripe,delivered,0371-11276
CA-2012-136105,SZ-20035,4,12/6/2012,PayPal,delivered,0394-11277
CA-2012-136147,FM-14380,18,13/11/2012,Stripe,delivered,0417-11278
CA-2012-136196,TP-21415,15,28/11/2012,Debit Card,delivered,0440-11279
CA-2012-136224,ML-18265,16,31/5/2012,Debit Card,delivered,0463-11280
CA-2012-136378,CS-11845,21,2/4/2012,Credit Card,delivered,0486-11281
CA-2012-136420,CS-12250,13,20/11/2012,Debit Card,delivered,0509-11282
CA-2012-136469,TS-21370,15,11/7/2012,Debit Card,delivered,0532-11283
CA-2012-136658,BO-11425,24,10/9/2012,PayPal,delivered,0555-11284
CA-2012-136700,DB-13120,8,6/12/2012,Stripe,delivered,0578-11285
CA-2012-136728,AG-10900,20,13/9/2012,PayPal,delivered,0601-11286
CA-2012-136735,HA-14920,17,26/7/2012,Cash,delivered,0624-11287
CA-2012-136798,DL-12925,21,8/5/2012,Stripe,delivered,0647-11288
CA-2012-136805,NM-18445,7,23/5/2012,PayPal,delivered,0670-11289
CA-2012-137064,TS-21655,23,6/2/2012,Stripe,delivered,0693-11290
CA-2012-137071,ED-13885,10,20/12/2012,Stripe,delivered,0716-11291
CA-2012-137106,SC-20260,5,31/3/2012,Credit Card,delivered,0739-11292
CA-2012-137113,TW-21025,21,1/12/2012,Credit Card,delivered,0762-11293
CA-2012-137225,JK-15640,19,15/12/2012,PayPal,delivered,0785-11294
CA-2012-137281,BF-10975,13,13/6/2012,Stripe,delivered,0808-11295
CA-2012-137302,BW-11110,20,26/4/2012,Credit Card,delivered,0831-11296
CA-2012-137512,AG-10675,20,7/5/2012,Credit Card,delivered,0854-11297
CA-2012-137526,PB-19150,4,13/1/2012,Cash,delivered,0877-11298
CA-2012-137603,MH-17290,18,19/9/2012,PayPal,delivered,0900-11299
CA-2012-137708,NG-18430,22,22/11/2012,Cash,delivered,0923-11300
CA-2012-137750,JF-15565,3,25/6/2012,Credit Card,delivered,0946-11301
CA-2012-137897,PJ-18835,5,14/11/2012,Cash,delivered,0969-11302
CA-2012-137925,JL-15235,7,30/11/2012,PayPal,delivered,0992-11303
CA-2012-137946,DB-13615,14,1/9/2012,PayPal,delivered,0015-11304
CA-2012-137974,LL-16840,17,16/4/2012,PayPal,delivered,0038-11305
CA-2012-138002,BT-11305,6,6/9/2012,Debit Card,delivered,0061-11306
CA-2012-138009,SF-20965,19,29/11/2012,Credit Card,delivered,0084-11307
CA-2012-138219,BP-11095,12,23/3/2012,PayPal,delivered,0107-11308
CA-2012-138331,JK-15625,23,7/8/2012,Cash,delivered,0130-11309
CA-2012-138457,AM-10705,20,13/9/2012,Credit Card,delivered,0153-11310
CA-2012-138485,NP-18670,9,27/2/2012,Debit Card,delivered,0176-11311
CA-2012-138492,FC-14335,16,15/5/2012,Debit Card,delivered,0199-11312
CA-2012-138534,JM-15535,25,17/7/2012,Stripe,delivered,0222-11313
CA-2012-138625,EG-13900,7,2/11/2012,Stripe,delivered,0245-11314
CA-2012-138674,KB-16585,10,14/11/2012,Debit Card,delivered,0268-11315
CA-2012-138898,JH-16180,3,25/5/2012,Debit Card,delivered,0291-11316
CA-2012-138954,MH-17785,7,15/11/2012,Credit Card,delivered,0314-11317
CA-2012-139094,MO-17800,25,22/11/2012,Cash,delivered,0337-11318
CA-2012-139164,CS-12355,19,23/6/2012,Debit Card,delivered,0360-11319
CA-2012-139248,RD-19930,21,25/7/2012,Credit Card,delivered,0383-11320
CA-2012-139290,MY-17380,1,26/10/2012,Cash,delivered,0406-11321
CA-2012-139374,AR-10345,18,10/9/2012,Cash,delivered,0429-11322
CA-2012-139584,EM-13810,25,24/8/2012,Debit Card,delivered,0452-11323
CA-2012-139731,JE-15745,14,15/10/2012,PayPal,delivered,0475-11324
CA-2012-139738,DK-12895,23,25/9/2012,Debit Card,delivered,0498-11325
CA-2012-139780,AH-10690,8,31/12/2012,Credit Card,delivered,0521-11326
CA-2012-139850,GB-14575,17,12/6/2012,PayPal,delivered,0544-11327
CA-2012-139962,Dp-13240,2,13/12/2012,Debit Card,delivered,0567-11328
CA-2012-140025,PF-19120,21,7/4/2012,Cash,delivered,0590-11329
CA-2012-140144,SC-20770,6,20/6/2012,Debit Card,delivered,0613-11330
CA-2012-140221,MS-17365,24,5/3/2012,Cash,delivered,0636-11331
CA-2012-140375,SG-20470,6,2/10/2012,Credit Card,delivered,0659-11332
CA-2012-140410,CM-12655,20,3/11/2012,Debit Card,delivered,0682-11333
CA-2012-140557,TN-21040,17,7/9/2012,Cash,delivered,0705-11334
CA-2012-140718,FA-14230,18,2/7/2012,Credit Card,delivered,0728-11335
CA-2012-140830,PS-18970,13,30/11/2012,Debit Card,delivered,0751-11336
CA-2012-140921,AA-10375,22,3/2/2012,Cash,delivered,0774-11337
CA-2012-140984,CC-12685,2,14/9/2012,Debit Card,delivered,0797-11338
CA-2012-141012,TG-21640,24,9/6/2012,Debit Card,delivered,0820-11339
CA-2012-141040,TB-21250,22,9/10/2012,Credit Card,delivered,0843-11340
CA-2012-141145,DB-13405,3,17/9/2012,PayPal,delivered,0866-11341
CA-2012-141243,AH-10465,1,3/1/2012,Cash,delivered,0889-11342
CA-2012-141250,PM-18940,7,19/1/2012,Credit Card,delivered,0912-11343
CA-2012-141327,LR-16915,10,30/11/2012,PayPal,delivered,0935-11344
CA-2012-141565,BG-11035,21,20/9/2012,Stripe,delivered,0958-11345
CA-2012-141593,DB-12970,2,14/12/2012,Credit Card,delivered,0981-11346
CA-2012-141740,JF-15490,16,1/11/2012,Cash,delivered,0004-11347
CA-2012-141754,EM-14200,9,20/12/2012,Debit Card,delivered,0027-11348
CA-2012-141768,NP-18685,7,25/5/2012,Stripe,delivered,0050-11349
CA-2012-141810,BB-10990,18,2/11/2012,PayPal,delivered,0073-11350
CA-2012-141936,PN-18775,22,7/8/2012,Credit Card,delivered,0096-11351
CA-2012-142027,JK-15370,25,9/4/2012,Debit Card,delivered,0119-11352
CA-2012-142041,EM-13810,23,7/6/2012,Credit Card,delivered,0142-11353
CA-2012-142055,AB-10255,6,8/5/2012,PayPal,delivered,0165-11354
CA-2012-142139,SD-20485,12,31/8/2012,Debit Card,delivered,0188-11355
CA-2012-142202,JR-16210,10,18/9/2012,Debit Card,delivered,0211-11356
CA-2012-142237,CK-12595,10,11/7/2012,Credit Card,delivered,0234-11357
CA-2012-142377,MS-17980,10,4/12/2012,Stripe,delivered,0257-11358
CA-2012-142419,SC-20380,15,11/7/2012,Debit Card,delivered,0280-11359
CA-2012-142433,ES-14020,1,20/4/2012,PayPal,delivered,0303-11360
CA-2012-142454,RE-19450,3,15/8/2012,Debit Card,delivered,0326-11361
CA-2012-142475,BS-11380,3,3/12/2012,Credit Card,delivered,0349-11362
CA-2012-142601,DE-13255,6,18/4/2012,Cash,delivered,0372-11363
CA-2012-142692,AG-10495,6,23/10/2012,Cash,delivered,0395-11364
CA-2012-142734,DM-13345,4,16/4/2012,Credit Card,delivered,0418-11365
CA-2012-142755,CS-12355,12,4/9/2012,Credit Card,delivered,0441-11366
CA-2012-142930,EB-14170,8,28/11/2012,Stripe,delivered,0464-11367
CA-2012-142937,SF-20065,15,5/12/2012,Cash,delivered,0487-11368
CA-2012-142944,JL-15850,9,6/3/2012,PayPal,delivered,0510-11369
CA-2012-142993,KA-16525,2,12/10/2012,Debit Card,delivered,0533-11370
CA-2012-143077,SF-20965,5,17/9/2012,Credit Card,delivered,0556-11371
CA-2012-143105,MA-17560,23,10/12/2012,Credit Card,delivered,0579-11372
CA-2012-143119,MC-17275,5,24/9/2012,Debit Card,delivered,0602-11373
CA-2012-143147,PS-18760,22,26/5/2012,Credit Card,delivered,0625-11374
CA-2012-143238,LO-17170,2,6/9/2012,Stripe,delivered,0648-11375
CA-2012-143364,TG-21310,16,14/7/2012,PayPal,delivered,0671-11376
CA-2012-143490,NP-18325,1,6/12/2012,Stripe,delivered,0694-11377
CA-2012-143532,DC-12850,12,19/3/2012,Debit Card,delivered,0717-11378
CA-2012-143602,JS-15595,7,25/4/2012,Cash,delivered,0740-11379
CA-2012-143616,SS-20140,15,27/9/2012,Cash,delivered,0763-11380
CA-2012-143700,AS-10240,22,26/7/2012,Credit Card,delivered,0786-11381
CA-2012-143882,DB-13360,14,26/6/2012,Credit Card,delivered,0809-11382
CA-2012-143980,JK-15640,11,25/12/2012,Credit Card,delivered,0832-11383
CA-2012-144043,AB-10165,16,10/5/2012,Credit Card,delivered,0855-11384
CA-2012-144099,PO-19195,18,29/11/2012,Cash,delivered,0878-11385
CA-2012-144190,NC-18415,9,9/6/2012,Credit Card,delivered,0901-11386
CA-2012-144253,AS-10225,5,4/5/2012,Debit Card,delivered,0924-11387
CA-2012-144267,NZ-18565,24,21/8/2012,Credit Card,delivered,0947-11388
