orderID,shipmentModeID,shippingDate,country,city,state,postalCode,region
CA-2012-135363,3,2/4/2012,United States,Philadelphia,Pennsylvania,19120,East
US-2011-165659,3,6/6/2011,United States,Little Rock,Arkansas,72209,South
CA-2012-138002,3,12/9/2012,United States,Seattle,Washington,98103,West
CA-2012-128860,3,5/7/2012,United States,Lancaster,Pennsylvania,17602,East
CA-2013-164350,2,13/9/2013,United States,Bristol,Tennessee,37620,South
US-2011-103905,3,20/7/2011,United States,Aurora,Illinois,60505,Central
CA-2012-129854,3,26/8/2012,United States,New York City,New York,10009,East
CA-2011-125556,2,16/11/2011,United States,Fairfield,Connecticut,6824,East
CA-2013-162313,1,1/12/2013,United States,Lincoln Park,Michigan,48146,Central
CA-2014-107874,3,26/11/2014,United States,New York City,New York,10035,East
CA-2014-129378,1,3/10/2014,United States,San Jose,California,95123,West
CA-2011-151953,3,25/9/2011,United States,Jacksonville,Florida,32216,South
CA-2014-130841,3,2/8/2014,United States,San Francisco,California,94110,West
CA-2012-131884,4,6/12/2012,United States,Marion,Ohio,43302,East
CA-2014-121909,3,6/8/2014,United States,Philadelphia,Pennsylvania,19134,East
CA-2013-106383,2,22/3/2013,United States,Littleton,Colorado,80122,West
CA-2014-130771,3,4/8/2014,United States,Austin,Texas,78745,Central
CA-2013-139157,3,6/10/2013,United States,New York City,New York,10024,East
CA-2011-128055,3,5/4/2011,United States,San Francisco,California,94122,West
CA-2014-157091,3,2/7/2014,United States,La Porte,Indiana,46350,Central
CA-2014-132122,3,15/7/2014,United States,Chicago,Illinois,60610,Central
CA-2012-123232,2,16/12/2012,United States,Portland,Oregon,97206,West
CA-2014-104066,3,11/12/2014,United States,Burlington,Vermont,5408,East
CA-2012-145849,2,17/9/2012,United States,Indianapolis,Indiana,46203,Central
CA-2013-122322,3,22/7/2013,United States,Provo,Utah,84604,West
CA-2014-166849,3,27/4/2014,United States,Chicago,Illinois,60610,Central
CA-2013-146633,2,18/11/2013,United States,Los Angeles,California,90049,West
US-2013-126893,3,2/12/2013,United States,Philadelphia,Pennsylvania,19134,East
CA-2014-103380,3,26/11/2014,United States,Pasadena,California,91104,West
CA-2012-116092,2,18/2/2012,United States,Los Angeles,California,90004,West
CA-2013-117849,2,18/4/2013,United States,San Diego,California,92105,West
CA-2012-169201,1,1/10/2012,United States,San Francisco,California,94110,West
CA-2013-164091,3,23/9/2013,United States,Bangor,Maine,4401,East
CA-2014-105214,1,20/6/2014,United States,San Francisco,California,94122,West
CA-2012-117611,2,10/11/2012,United States,San Diego,California,92024,West
US-2012-137960,4,18/12/2012,United States,New York City,New York,10035,East
CA-2014-122994,1,10/2/2014,United States,Arlington,Virginia,22204,South
CA-2013-131065,2,17/11/2013,United States,Atlanta,Georgia,30318,South
CA-2014-149146,4,13/10/2014,United States,Monroe,North Carolina,28110,South
CA-2014-137470,4,18/9/2014,United States,Seattle,Washington,98115,West
CA-2014-105480,3,27/12/2014,United States,Rochester,New York,14609,East
CA-2014-164917,3,8/12/2014,United States,Miami,Florida,33180,South
CA-2012-102036,3,27/9/2012,United States,Seattle,Washington,98105,West
CA-2012-142944,3,11/3/2012,United States,San Francisco,California,94122,West
CA-2011-157882,2,8/10/2011,United States,Los Angeles,California,90036,West
CA-2011-104283,3,1/7/2011,United States,Southaven,Mississippi,38671,South
CA-2014-142622,1,3/11/2014,United States,Seattle,Washington,98115,West
CA-2013-132143,1,6/9/2013,United States,Middletown,Connecticut,6457,East
CA-2012-153108,3,9/3/2012,United States,New Castle,Indiana,47362,Central
CA-2013-112676,1,9/5/2013,United States,Murfreesboro,Tennessee,37130,South
CA-2014-165687,3,24/11/2014,United States,Salem,Virginia,24153,South
US-2014-112928,2,6/6/2014,United States,Toledo,Ohio,43615,East
CA-2014-143343,1,14/6/2014,United States,Los Angeles,California,90032,West
CA-2014-115154,1,12/1/2014,United States,Seattle,Washington,98115,West
CA-2012-149342,3,25/4/2012,United States,Columbus,Georgia,31907,South
CA-2012-130995,3,6/11/2012,United States,New York City,New York,10009,East
CA-2014-127929,3,28/12/2014,United States,Middletown,Connecticut,6457,East
CA-2012-113145,3,5/11/2012,United States,New York City,New York,10011,East
CA-2011-162362,3,18/11/2011,United States,Midland,Michigan,48640,Central
CA-2013-106558,3,21/1/2013,United States,Columbus,Georgia,31907,South
CA-2014-157931,2,23/9/2014,United States,Roswell,Georgia,30076,South
CA-2013-115574,1,25/12/2013,United States,Chicago,Illinois,60623,Central
CA-2012-160794,1,8/8/2012,United States,Houston,Texas,77041,Central
CA-2014-116225,3,10/11/2014,United States,New York City,New York,10009,East
US-2014-120418,1,13/6/2014,United States,Peoria,Arizona,85345,West
CA-2014-122035,3,26/7/2014,United States,Sioux Falls,South Dakota,57103,Central
CA-2012-117828,1,26/12/2012,United States,Richmond,Virginia,23223,South
CA-2014-165491,3,25/3/2014,United States,Seattle,Washington,98115,West
CA-2012-109470,2,3/1/2013,United States,Henderson,Kentucky,42420,South
CA-2012-105102,2,19/9/2012,United States,New York City,New York,10035,East
CA-2014-138422,1,27/9/2014,United States,Fort Collins,Colorado,80525,West
US-2012-147739,3,29/12/2012,United States,Philadelphia,Pennsylvania,19140,East
CA-2013-155187,2,27/9/2013,United States,Los Angeles,California,90004,West
CA-2014-169285,3,26/3/2014,United States,Lafayette,Indiana,47905,Central
CA-2011-140886,3,4/10/2011,United States,Clarksville,Tennessee,37042,South
CA-2014-152695,4,11/12/2014,United States,Fairfield,Connecticut,6824,East
CA-2011-110639,4,23/8/2011,United States,New York City,New York,10009,East
CA-2011-121727,3,24/8/2011,United States,Columbus,Ohio,43229,East
CA-2013-137736,3,16/11/2013,United States,Warner Robins,Georgia,31088,South
US-2011-143231,1,3/1/2012,United States,Franklin,Massachusetts,2038,East
US-2011-155894,2,30/7/2011,United States,Chicago,Illinois,60623,Central
CA-2013-119025,3,28/2/2013,United States,Milwaukee,Wisconsin,53209,Central
CA-2013-159373,3,19/3/2013,United States,San Antonio,Texas,78207,Central
CA-2014-109701,4,4/12/2014,United States,Los Angeles,California,90032,West
CA-2012-111514,1,2/9/2012,United States,San Francisco,California,94122,West
US-2011-148838,3,21/3/2011,United States,New York City,New York,10024,East
CA-2014-136497,3,21/4/2014,United States,Columbus,Ohio,43229,East
US-2013-108637,3,19/3/2013,United States,Waynesboro,Virginia,22980,South
CA-2011-102295,2,26/11/2011,United States,Sacramento,California,95823,West
CA-2014-123659,1,14/2/2014,United States,Clinton,Maryland,20735,East
US-2013-129469,3,28/9/2013,United States,Fairfield,Ohio,45014,East
CA-2014-155152,2,10/7/2014,United States,Warwick,Rhode Island,2886,East
CA-2013-159940,2,12/7/2013,United States,Aurora,Illinois,60505,Central
CA-2014-119669,3,31/1/2014,United States,Smyrna,Georgia,30080,South
US-2011-164616,2,21/8/2011,United States,Columbus,Ohio,43229,East
CA-2012-148628,3,11/12/2012,United States,Thousand Oaks,California,91360,West
CA-2013-118052,3,11/5/2013,United States,Lorain,Ohio,44052,East
US-2014-117534,1,27/3/2014,United States,Fresno,California,93727,West
CA-2012-145065,1,15/12/2012,United States,San Diego,California,92105,West
US-2012-127040,3,10/12/2012,United States,New York City,New York,10009,East
CA-2013-128111,3,24/3/2013,United States,Malden,Massachusetts,2148,East
CA-2012-137897,3,19/11/2012,United States,New York City,New York,10035,East
CA-2014-169264,2,17/8/2014,United States,San Francisco,California,94109,West
CA-2014-147361,3,16/9/2014,United States,Florence,South Carolina,29501,South
CA-2014-145877,2,5/4/2014,United States,Springfield,Missouri,65807,Central
US-2013-110170,3,4/10/2013,United States,Huntsville,Texas,77340,Central
CA-2014-108574,3,12/10/2014,United States,Los Angeles,California,90045,West
CA-2014-144589,3,26/1/2014,United States,San Francisco,California,94122,West
CA-2014-155985,1,26/3/2014,United States,San Francisco,California,94122,West
CA-2011-162684,3,6/8/2011,United States,Philadelphia,Pennsylvania,19120,East
CA-2012-142041,2,9/6/2012,United States,Los Angeles,California,90036,West
CA-2011-151295,3,16/11/2011,United States,Los Angeles,California,90045,West
CA-2013-156300,3,3/1/2014,United States,Milwaukee,Wisconsin,53209,Central
CA-2012-146087,3,11/7/2012,United States,Holyoke,Massachusetts,1040,East
CA-2014-168655,3,19/10/2014,United States,Albuquerque,New Mexico,87105,West
CA-2013-107202,3,29/5/2013,United States,Sparks,Nevada,89431,West
CA-2014-159597,3,15/11/2014,United States,Coachella,California,92236,West
CA-2013-155551,3,24/4/2013,United States,Elmhurst,Illinois,60126,Central
US-2014-147669,3,31/12/2014,United States,Fairfield,Ohio,45014,East
CA-2013-169922,3,18/6/2013,United States,Arlington,Texas,76017,Central
CA-2014-100748,3,21/5/2014,United States,San Francisco,California,94110,West
CA-2014-129805,3,3/1/2015,United States,Seattle,Washington,98103,West
CA-2011-148586,3,1/4/2011,United States,New York City,New York,10009,East
US-2014-112613,3,2/6/2014,United States,Houston,Texas,77070,Central
CA-2012-154746,1,17/11/2012,United States,Springfield,Virginia,22153,South
CA-2014-140053,3,11/7/2014,United States,Farmington,New Mexico,87401,West
CA-2011-164210,2,20/11/2011,United States,Louisville,Colorado,80027,West
CA-2014-139948,3,23/7/2014,United States,Tampa,Florida,33614,South
CA-2013-146934,3,28/5/2013,United States,Passaic,New Jersey,7055,East
CA-2012-100573,3,1/10/2012,United States,Los Angeles,California,90004,West
CA-2013-119165,3,7/11/2013,United States,Philadelphia,Pennsylvania,19143,East
CA-2012-128027,2,17/9/2012,United States,North Charleston,South Carolina,29406,South
CA-2013-140207,3,11/11/2013,United States,San Jose,California,95123,West
CA-2014-140949,2,23/3/2014,United States,New York City,New York,10011,East
CA-2014-138548,3,22/8/2014,United States,Plainfield,New Jersey,7060,East
CA-2012-142419,2,13/7/2012,United States,Seattle,Washington,98115,West
CA-2014-148691,3,10/12/2014,United States,New York City,New York,10009,East
CA-2014-128755,3,9/5/2014,United States,Newport News,Virginia,23602,South
US-2013-135923,3,28/1/2013,United States,Fayetteville,North Carolina,28314,South
CA-2013-114972,1,7/11/2013,United States,Los Angeles,California,90032,West
CA-2014-102750,2,9/9/2014,United States,Los Angeles,California,90036,West
CA-2011-145212,3,19/9/2011,United States,New York City,New York,10011,East
CA-2014-141992,3,26/6/2014,United States,Dallas,Texas,75220,Central
CA-2014-147956,3,1/1/2015,United States,Seattle,Washington,98105,West
CA-2014-126067,3,4/9/2014,United States,Seattle,Washington,98105,West
CA-2012-104514,2,4/1/2012,United States,Newark,Delaware,19711,East
CA-2012-141040,2,13/10/2012,United States,New York City,New York,10024,East
CA-2011-113579,2,15/12/2011,United States,Los Angeles,California,90049,West
CA-2011-144624,3,23/11/2011,United States,Jamestown,New York,14701,East
CA-2013-146206,2,15/9/2013,United States,Houston,Texas,77095,Central
CA-2011-136644,3,22/6/2011,United States,Mishawaka,Indiana,46544,Central
CA-2012-122371,3,1/10/2012,United States,San Diego,California,92037,West
CA-2013-126935,3,25/5/2013,United States,San Francisco,California,94109,West
US-2014-133781,1,24/6/2014,United States,Miami,Florida,33178,South
CA-2014-131618,1,21/6/2014,United States,Skokie,Illinois,60076,Central
CA-2013-149482,3,20/11/2013,United States,San Francisco,California,94110,West
CA-2011-143917,2,27/7/2011,United States,San Francisco,California,94122,West
CA-2012-120397,4,2/7/2012,United States,Houston,Texas,77070,Central
CA-2014-163902,3,9/3/2014,United States,Los Angeles,California,90045,West
CA-2013-136812,3,24/11/2013,United States,Oklahoma City,Oklahoma,73120,Central
CA-2012-102722,1,19/4/2012,United States,Monroe,Louisiana,71203,South
CA-2014-155089,3,7/12/2014,United States,Tampa,Florida,33614,South
CA-2013-124506,3,18/11/2013,United States,Chicago,Illinois,60623,Central
CA-2011-106572,3,10/9/2011,United States,Bowling Green,Ohio,43402,East
CA-2011-128888,3,22/11/2011,United States,Houston,Texas,77095,Central
CA-2014-123134,3,8/5/2014,United States,Westfield,New Jersey,7090,East
CA-2013-124352,3,22/10/2013,United States,Oklahoma City,Oklahoma,73120,Central
CA-2012-124541,3,10/4/2012,United States,Houston,Texas,77041,Central
CA-2011-108707,3,29/10/2011,United States,Fort Lauderdale,Florida,33311,South
CA-2011-111500,3,21/8/2011,United States,Little Rock,Arkansas,72209,South
US-2014-117723,2,19/8/2014,United States,Philadelphia,Pennsylvania,19120,East
CA-2012-143238,1,8/9/2012,United States,La Quinta,California,92253,West
CA-2012-168746,2,29/1/2012,United States,Cleveland,Ohio,44105,East
CA-2012-113404,4,16/7/2012,United States,San Francisco,California,94122,West
CA-2013-144792,3,5/5/2013,United States,Scottsdale,Arizona,85254,West
CA-2011-164385,2,1/10/2011,United States,Philadelphia,Pennsylvania,19134,East
US-2013-114174,3,15/9/2013,United States,Malden,Massachusetts,2148,East
CA-2014-108070,3,21/4/2014,United States,San Jose,California,95123,West
US-2012-128090,3,22/8/2012,United States,Phoenix,Arizona,85023,West
CA-2014-101042,3,24/11/2014,United States,Henderson,Kentucky,42420,South
CA-2013-155439,3,19/9/2013,United States,Columbia,South Carolina,29203,South
CA-2013-118626,3,21/8/2013,United States,Tallahassee,Florida,32303,South
CA-2012-111458,3,30/9/2012,United States,New York City,New York,10035,East
US-2013-126844,3,15/10/2013,United States,Houston,Texas,77070,Central
US-2012-112508,3,30/3/2012,United States,Coral Springs,Florida,33065,South
CA-2012-147788,3,4/6/2012,United States,Orem,Utah,84057,West
CA-2012-144288,3,31/12/2012,United States,Nashville,Tennessee,37211,South
CA-2012-110632,2,22/3/2012,United States,New York City,New York,10009,East
CA-2014-109589,1,25/12/2014,United States,Bowling Green,Kentucky,42104,South
CA-2014-123967,2,4/11/2014,United States,Bellingham,Washington,98226,West
CA-2014-148929,3,12/9/2014,United States,New York City,New York,10011,East
CA-2014-134404,4,28/12/2014,United States,Newark,Ohio,43055,East
CA-2014-109778,3,22/7/2014,United States,Woodstock,Illinois,60098,Central
CA-2013-155845,2,16/8/2013,United States,Carrollton,Texas,75007,Central
CA-2014-145128,3,15/7/2014,United States,Lafayette,Indiana,47905,Central
CA-2011-129091,3,27/11/2011,United States,Columbus,Georgia,31907,South
US-2011-155502,3,1/2/2011,United States,Alexandria,Virginia,22304,South
CA-2012-121041,3,10/11/2012,United States,Haltom City,Texas,76117,Central
CA-2014-131695,3,7/7/2014,United States,New York City,New York,10024,East
CA-2013-137729,3,10/5/2013,United States,Los Angeles,California,90004,West
US-2013-115455,3,15/9/2013,United States,Wheeling,Illinois,60090,Central
CA-2014-128300,2,27/11/2014,United States,Summerville,South Carolina,29483,South
CA-2014-149048,3,18/5/2014,United States,Columbus,Indiana,47201,Central
CA-2014-108553,3,30/4/2014,United States,New York City,New York,10024,East
CA-2013-165848,4,5/6/2013,United States,New York City,New York,10035,East
CA-2011-112718,3,21/12/2011,United States,Jacksonville,Florida,32216,South
CA-2013-154053,3,11/3/2013,United States,San Diego,California,92024,West
CA-2011-127446,3,30/11/2011,United States,Arlington,Texas,76017,Central
CA-2013-137204,3,6/5/2013,United States,Los Angeles,California,90045,West
CA-2011-147298,3,3/5/2011,United States,Los Angeles,California,90049,West
CA-2014-147942,3,6/4/2014,United States,San Francisco,California,94110,West
CA-2014-115931,3,27/12/2014,United States,Carlsbad,New Mexico,88220,West
CA-2011-164861,2,6/12/2011,United States,Saint Louis,Missouri,63116,Central
CA-2014-127180,1,25/10/2014,United States,New York City,New York,10024,East
US-2014-165344,1,16/11/2014,United States,Springfield,Ohio,45503,East
CA-2012-168186,3,15/9/2012,United States,Tulsa,Oklahoma,74133,Central
US-2014-110604,3,21/5/2014,United States,Seattle,Washington,98103,West
CA-2012-116750,2,10/7/2012,United States,Fayetteville,North Carolina,28314,South
CA-2012-162369,3,19/8/2012,United States,Los Angeles,California,90045,West
CA-2014-108441,3,19/6/2014,United States,New York City,New York,10035,East
CA-2012-169740,3,25/2/2012,United States,Hot Springs,Arkansas,71901,South
CA-2013-124051,1,31/12/2013,United States,Aurora,Illinois,60505,Central
CA-2013-149111,2,22/4/2013,United States,Raleigh,North Carolina,27604,South
CA-2011-131002,2,12/9/2011,United States,Tulsa,Oklahoma,74133,Central
US-2013-146794,3,2/10/2013,United States,Hesperia,California,92345,West
CA-2014-112515,2,22/9/2014,United States,Provo,Utah,84604,West
CA-2013-150343,3,21/8/2013,United States,San Francisco,California,94110,West
CA-2012-135538,3,28/12/2012,United States,Gilbert,Arizona,85234,West
CA-2014-123372,3,3/12/2014,United States,New York City,New York,10035,East
CA-2014-159604,1,16/4/2014,United States,Springfield,Missouri,65807,Central
CA-2013-164784,1,5/5/2013,United States,Memphis,Tennessee,38109,South
CA-2013-111794,4,2/10/2013,United States,Amarillo,Texas,79109,Central
US-2012-139759,3,30/8/2012,United States,Los Angeles,California,90045,West
CA-2011-126403,2,12/9/2011,United States,Lowell,Massachusetts,1852,East
CA-2014-136875,4,4/12/2014,United States,San Diego,California,92024,West
CA-2014-132185,3,3/12/2014,United States,Asheville,North Carolina,28806,South
US-2011-160780,4,21/6/2011,United States,Pueblo,Colorado,81001,West
CA-2014-127026,3,28/1/2014,United States,Jackson,Michigan,49201,Central
CA-2014-137085,3,7/7/2014,United States,Los Angeles,California,90004,West
CA-2013-133123,3,12/9/2013,United States,Thomasville,North Carolina,27360,South
US-2013-128195,1,6/8/2013,United States,Peoria,Illinois,61604,Central
CA-2012-153220,1,14/11/2012,United States,Los Angeles,California,90032,West
CA-2011-123064,1,2/7/2011,United States,Chicago,Illinois,60653,Central
CA-2014-156412,3,9/12/2014,United States,Philadelphia,Pennsylvania,19134,East
US-2013-144211,3,3/9/2013,United States,Englewood,Colorado,80112,West
CA-2013-138079,3,28/1/2013,United States,Seattle,Washington,98115,West
CA-2011-143182,3,20/10/2011,United States,Hialeah,Florida,33012,South
CA-2013-161662,1,9/2/2013,United States,Lancaster,Ohio,43130,East
CA-2011-145317,3,23/3/2011,United States,Jacksonville,Florida,32216,South
CA-2011-143413,3,30/5/2011,United States,Baltimore,Maryland,21215,East
CA-2014-156818,2,14/7/2014,United States,New York City,New York,10009,East
CA-2014-155873,3,22/6/2014,United States,Carlsbad,New Mexico,88220,West
CA-2012-121797,3,6/2/2012,United States,Los Angeles,California,90049,West
US-2012-120572,3,15/12/2012,United States,Jacksonville,Florida,32216,South
CA-2014-132430,1,12/10/2014,United States,Lakewood,Ohio,44107,East
CA-2014-146031,2,2/8/2014,United States,Troy,New York,12180,East
CA-2011-110100,3,29/4/2011,United States,Wilmington,North Carolina,28403,South
CA-2012-103723,3,6/12/2012,United States,Seattle,Washington,98105,West
CA-2011-127187,3,8/12/2011,United States,New York City,New York,10024,East
CA-2014-128475,3,2/9/2014,United States,Columbus,Georgia,31907,South
CA-2011-100006,3,13/9/2011,United States,New York City,New York,10024,East
CA-2014-144827,3,28/12/2014,United States,Costa Mesa,California,92627,West
CA-2011-110030,2,8/12/2011,United States,Houston,Texas,77095,Central
CA-2011-121286,2,8/11/2011,United States,Cary,North Carolina,27511,South
CA-2013-164735,2,20/4/2013,United States,Alexandria,Virginia,22304,South
CA-2011-153479,3,8/10/2011,United States,Vallejo,California,94591,West
CA-2014-149888,3,14/11/2014,United States,Philadelphia,Pennsylvania,19120,East
CA-2014-119193,1,25/12/2014,United States,Toledo,Ohio,43615,East
CA-2014-104801,3,20/2/2014,United States,Seattle,Washington,98105,West
CA-2011-107594,3,6/7/2011,United States,Plainfield,New Jersey,7060,East
CA-2012-129770,2,23/2/2012,United States,Las Cruces,New Mexico,88001,West
CA-2012-115798,3,19/11/2012,United States,Newark,Delaware,19711,East
CA-2014-122707,1,19/4/2014,United States,Hoover,Alabama,35244,South
CA-2013-165015,2,27/2/2013,United States,Newark,Ohio,43055,East
CA-2011-149244,3,8/11/2011,United States,San Diego,California,92037,West
CA-2012-140144,2,25/6/2012,United States,San Francisco,California,94122,West
CA-2014-163321,2,12/8/2014,United States,Jacksonville,North Carolina,28540,South
CA-2011-155887,3,17/5/2011,United States,Franklin,Massachusetts,2038,East
US-2012-165449,3,26/11/2012,United States,Frisco,Texas,75034,Central
CA-2012-110247,3,8/12/2012,United States,Tallahassee,Florida,32303,South
US-2011-141257,3,14/6/2011,United States,Seattle,Washington,98115,West
CA-2011-154669,2,11/8/2011,United States,Vacaville,California,95687,West
CA-2011-158029,3,30/5/2011,United States,Los Angeles,California,90008,West
CA-2012-155306,3,21/4/2012,United States,San Francisco,California,94122,West
CA-2013-127775,2,14/6/2013,United States,New York City,New York,10035,East
CA-2013-146171,3,16/3/2013,United States,Columbus,Georgia,31907,South
CA-2011-129574,1,29/5/2011,United States,Murray,Utah,84107,West
CA-2014-126536,1,15/10/2014,United States,San Francisco,California,94110,West
CA-2014-165757,3,29/6/2014,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-167752,1,19/1/2014,United States,Philadelphia,Pennsylvania,19134,East
US-2012-122140,3,7/4/2012,United States,Dallas,Texas,75220,Central
CA-2013-163986,3,11/9/2013,United States,Waukesha,Wisconsin,53186,Central
CA-2014-158967,1,13/12/2014,United States,Fort Lauderdale,Florida,33311,South
CA-2013-131576,3,27/11/2013,United States,Detroit,Michigan,48205,Central
CA-2014-143455,3,19/11/2014,United States,Springfield,Ohio,45503,East
CA-2013-144729,3,26/10/2013,United States,San Diego,California,92037,West
CA-2012-127019,3,25/12/2012,United States,Colorado Springs,Colorado,80906,West
CA-2012-138534,2,19/7/2012,United States,Bakersfield,California,93309,West
CA-2014-108322,3,6/5/2014,United States,Pompano Beach,Florida,33068,South
CA-2014-167668,1,9/5/2014,United States,New York City,New York,10035,East
CA-2014-146724,3,28/11/2014,United States,Lakeville,Minnesota,55044,Central
CA-2013-139878,3,17/11/2013,United States,Detroit,Michigan,48234,Central
US-2013-106677,3,11/11/2013,United States,Philadelphia,Pennsylvania,19134,East
CA-2013-116974,3,16/10/2013,United States,Troy,Ohio,45373,East
CA-2012-149972,1,23/9/2012,United States,Los Angeles,California,90036,West
US-2011-117744,3,6/12/2011,United States,Corpus Christi,Texas,78415,Central
CA-2011-125514,1,22/9/2011,United States,Omaha,Nebraska,68104,Central
CA-2011-154599,3,17/4/2011,United States,Redondo Beach,California,90278,West
CA-2014-158743,3,28/10/2014,United States,Little Rock,Arkansas,72209,South
CA-2013-153318,1,29/10/2013,United States,Miami,Florida,33180,South
US-2012-110163,1,4/11/2012,United States,Salem,Oregon,97301,West
CA-2014-143329,3,9/11/2014,United States,Las Cruces,New Mexico,88001,West
CA-2012-159380,3,16/5/2012,United States,San Francisco,California,94122,West
CA-2012-122623,3,11/9/2012,United States,El Paso,Texas,79907,Central
CA-2012-148635,2,27/7/2012,United States,Seattle,Washington,98115,West
CA-2012-135685,2,18/11/2012,United States,Milwaukee,Wisconsin,53209,Central
CA-2012-104626,3,8/9/2012,United States,Franklin,Massachusetts,2038,East
CA-2013-160500,1,9/5/2013,United States,Encinitas,California,92024,West
CA-2014-100202,3,6/1/2014,United States,Anaheim,California,92804,West
CA-2014-131016,1,21/9/2014,United States,Arlington,Texas,76017,Central
US-2011-112914,3,30/9/2011,United States,Houston,Texas,77041,Central
CA-2013-124149,1,27/4/2013,United States,Lancaster,Ohio,43130,East
CA-2011-148915,3,5/11/2011,United States,Portland,Oregon,97206,West
CA-2014-134649,2,1/2/2014,United States,Hoover,Alabama,35244,South
CA-2014-110842,3,17/11/2014,United States,Los Angeles,California,90036,West
CA-2013-147368,1,13/6/2013,United States,Tallahassee,Florida,32303,South
US-2012-104185,2,8/9/2012,United States,New York City,New York,10009,East
US-2011-125521,3,19/3/2011,United States,Chesapeake,Virginia,23320,South
US-2014-135062,2,5/9/2014,United States,Fayetteville,North Carolina,28314,South
CA-2014-135650,3,28/3/2014,United States,Huntsville,Texas,77340,Central
CA-2014-112865,3,23/5/2014,United States,Philadelphia,Pennsylvania,19140,East
US-2013-162852,3,1/1/2014,United States,Woodstock,Illinois,60098,Central
CA-2014-138163,1,21/11/2014,United States,Everett,Massachusetts,2149,East
CA-2014-152093,3,16/9/2014,United States,Chicago,Illinois,60653,Central
CA-2014-157854,3,16/4/2014,United States,Roswell,Georgia,30076,South
CA-2013-123617,3,4/12/2013,United States,Palm Coast,Florida,32137,South
US-2013-128293,1,6/6/2013,United States,Philadelphia,Pennsylvania,19120,East
CA-2014-107342,3,23/12/2014,United States,Columbus,Indiana,47201,Central
CA-2013-136371,2,22/3/2013,United States,Oceanside,New York,11572,East
CA-2014-137344,4,21/8/2014,United States,Franklin,Massachusetts,2038,East
CA-2014-169810,3,1/8/2014,United States,Sioux Falls,South Dakota,57103,Central
CA-2013-128594,1,30/8/2013,United States,San Diego,California,92037,West
CA-2013-154690,2,18/8/2013,United States,Fayetteville,North Carolina,28314,South
CA-2014-138975,3,24/5/2014,United States,Atlanta,Georgia,30318,South
CA-2014-106537,3,18/8/2014,United States,Orlando,Florida,32839,South
US-2014-103828,4,14/8/2014,United States,San Francisco,California,94122,West
CA-2013-115588,2,13/11/2013,United States,Toledo,Ohio,43615,East
CA-2014-143861,3,20/6/2014,United States,Saint Petersburg,Florida,33710,South
CA-2011-148040,3,26/3/2011,United States,Tucson,Arizona,85705,West
CA-2014-135167,3,21/6/2014,United States,Los Angeles,California,90036,West
CA-2014-137022,3,23/11/2014,United States,San Diego,California,92105,West
US-2014-102638,1,1/1/2015,United States,New York City,New York,10035,East
US-2013-167339,2,23/1/2013,United States,San Diego,California,92037,West
CA-2013-152072,3,19/1/2013,United States,Westfield,New Jersey,7090,East
CA-2013-102932,2,24/9/2013,United States,Orange,New Jersey,7050,East
CA-2011-165540,3,26/2/2011,United States,Woodstock,Illinois,60098,Central
CA-2013-130799,2,17/11/2013,United States,San Francisco,California,94110,West
CA-2013-164483,3,3/2/2013,United States,San Francisco,California,94122,West
US-2013-159856,3,23/10/2013,United States,Tempe,Arizona,85281,West
CA-2014-102099,1,20/12/2014,United States,Los Angeles,California,90008,West
CA-2014-164049,3,7/11/2014,United States,Seattle,Washington,98105,West
CA-2011-142727,2,1/5/2011,United States,Lake Charles,Louisiana,70601,South
CA-2014-139913,3,30/10/2014,United States,Rochester,New York,14609,East
CA-2011-169033,3,3/4/2011,United States,Long Beach,New York,11561,East
US-2013-164630,3,9/1/2013,United States,Charlotte,North Carolina,28205,South
US-2012-114839,3,30/4/2012,United States,Houston,Texas,77036,Central
CA-2012-166464,3,17/9/2012,United States,New York City,New York,10035,East
CA-2014-124898,3,16/9/2014,United States,Columbus,Georgia,31907,South
CA-2013-164035,3,18/6/2013,United States,Chicago,Illinois,60610,Central
CA-2013-153577,3,2/7/2013,United States,Highland Park,Illinois,60035,Central
CA-2011-127586,3,30/9/2011,United States,Seattle,Washington,98115,West
CA-2014-121615,3,10/11/2014,United States,Eagan,Minnesota,55122,Central
CA-2014-166415,3,24/2/2014,United States,Seattle,Washington,98103,West
CA-2012-118444,3,9/11/2012,United States,Coral Springs,Florida,33065,South
CA-2011-113929,3,21/6/2011,United States,Hempstead,New York,11550,East
CA-2012-134747,2,17/10/2012,United States,Noblesville,Indiana,46060,Central
CA-2014-155047,1,31/8/2014,United States,Dallas,Texas,75220,Central
CA-2013-160129,4,24/11/2013,United States,Philadelphia,Pennsylvania,19140,East
CA-2014-164329,4,31/1/2014,United States,San Francisco,California,94109,West
US-2012-141453,2,3/12/2012,United States,Austin,Texas,78745,Central
CA-2011-156993,3,4/7/2011,United States,Detroit,Michigan,48234,Central
CA-2011-157721,1,5/9/2011,United States,Watertown,New York,13601,East
CA-2014-128629,2,15/7/2014,United States,Columbus,Georgia,31907,South
CA-2014-158106,3,11/6/2014,United States,Apple Valley,Minnesota,55124,Central
US-2014-120390,3,27/10/2014,United States,Burlington,North Carolina,27217,South
CA-2014-143434,3,25/11/2014,United States,Saginaw,Michigan,48601,Central
CA-2012-168564,4,8/8/2012,United States,San Francisco,California,94109,West
US-2013-169040,3,13/12/2013,United States,Seattle,Washington,98105,West
